STATION_COMPLEX_ID,STATION_COMPLEX,BOROUGH,LATITUDE,LONGITUDE,TOTAL_RIDERSHIP,TOTAL_TRANSFERS,DAYS_ACTIVE,AVG_DAILY_RIDERSHIP
185,Liberty Av (C),Brooklyn,40.67454,-73.896545,7636.0,587.0,11,694.18
88,"Norwood Av (J,Z)",Brooklyn,40.68141,-73.880035,7617.0,34.0,11,692.45
364,Zerega Av (6),Bronx,40.836487,-73.84704,7556.0,39.0,11,686.91
194,111 St (A),Queens,40.68433,-73.83216,7202.0,700.0,11,654.73
425,"Bronx Park East (2,5)",Bronx,40.848827,-73.868454,7037.0,281.0,11,639.73
62,55 St (D),Brooklyn,40.631435,-73.995476,6688.0,114.0,11,608.0
89,Cleveland St (J),Brooklyn,40.679947,-73.884636,6640.0,21.0,11,603.64
133,Atlantic Av (L),Brooklyn,40.675346,-73.9031,6535.0,165.0,11,594.09
362,Middletown Rd (6),Bronx,40.843864,-73.83632,6433.0,43.0,11,584.82
420,"219 St (2,5)",Bronx,40.883896,-73.86263,6424.0,30.0,11,584.0
91,Alabama Av (J),Brooklyn,40.67699,-73.89865,6288.0,1016.0,11,571.64
85,"75 St-Elderts Ln (J,Z)",Queens,40.691322,-73.86714,6214.0,22.0,11,564.91
251,Avenue U (F),Brooklyn,40.59606,-73.97336,5997.0,630.0,10,599.7
370,Whitlock Av (6),Bronx,40.826527,-73.886284,5862.0,84.0,11,532.91
193,104 St (A),Queens,40.68171,-73.837685,5809.0,54.0,11,528.09
205,Beach 60 St (A),Queens,40.592373,-73.78852,5688.0,70.0,11,517.09
141,Park Pl (S),Brooklyn,40.67477,-73.95763,5658.0,128.0,11,514.36
282,21 St (G),Queens,40.744064,-73.94972,5654.0,164.0,9,628.22
208,Beach 25 St (A),Queens,40.600067,-73.76135,5165.0,6.0,11,469.55
246,Avenue I (F),Brooklyn,40.62532,-73.97613,5095.0,312.0,10,509.5
86,Cypress Hills (J),Brooklyn,40.68994,-73.87255,5036.0,246.0,11,457.82
253,Neptune Av (F),Brooklyn,40.581013,-73.97457,4998.0,71.0,9,555.33
247,Bay Pkwy (F),Brooklyn,40.62077,-73.975266,3734.0,1238.0,9,414.89
374,E 143 St-St Mary's St (6),Bronx,40.80872,-73.90765,3726.0,3.0,11,338.73
196,Aqueduct Racetrack (A),Queens,40.672096,-73.83592,3511.0,12.0,11,319.18
203,"Rockaway Park-Beach 116 St (A,S)",Queens,40.580902,-73.835594,2881.0,196.0,11,261.91
197,Aqueduct-N Conduit Av (A),Queens,40.668236,-73.83406,2801.0,21.0,11,254.64
207,Beach 36 St (A),Queens,40.595398,-73.76817,2772.0,99.0,10,277.2
200,"Beach 90 St (A,S)",Queens,40.588036,-73.813644,2714.0,26.0,11,246.73
206,Beach 44 St (A),Queens,40.59294,-73.77602,2589.0,7.0,11,235.36
502,Tompkinsville (SIR),Staten Island,40.636948,-74.07484,2205.0,216.0,11,200.45
201,"Beach 98 St (A,S)",Queens,40.585308,-73.82056,1547.0,10.0,11,140.64
202,"Beach 105 St (A,S)",Queens,40.58321,-73.82756,1081.0,16.0,11,98.27
199,"Broad Channel (A,S)",Queens,40.608383,-73.815926,1025.0,13.0,11,93.18
